Date,Exchange_Close,Exchange_High,Exchange_Low,Exchange_Open,Brent_Close,Brent_High,Brent_Low,Brent_Open,Brent_Volume,Exchange_Change,Brent_Range,Year,Exchange_Return,Rolling_Volatility,Brent_Return,Brent_Return_Lag1
2010-01-19,149.74000549316406,151.10000610351562,149.02000427246094,150.3000030517578,77.62999725341797,77.75,76.26000213623047,77.62999725341797,200,-0.55999755859375,1.4899978637695312,2010,-0.009000665489184989,,0.006743569432634544,-0.0091236068781414
2010-01-20,150.1999969482422,150.1999969482422,148.1999969482422,149.6999969482422,76.31999969482422,76.31999969482422,75.87000274658203,76.31999969482422,200,0.5,0.4499969482421875,2010,0.0030719342740983535,,-0.016874888637666063,0.006743569432634544
2010-01-21,150.0,150.32000732421875,148.0800018310547,148.36000061035156,74.58000183105469,76.45999908447266,74.29000091552734,74.58000183105469,1,1.6399993896484375,2.1699981689453125,2010,-0.001331537631862334,,-0.022798714239087303,-0.016874888637666063
2010-01-22,150.0,150.25999450683594,147.74000549316406,147.74000549316406,72.83000183105469,73.9000015258789,72.45999908447266,73.72000122070312,1,2.2599945068359375,1.44000244140625,2010,0.0,,-0.023464735278020732,-0.022798714239087303
2010-01-25,148.5399932861328,150.8699951171875,147.69000244140625,150.3000030517578,73.69000244140625,73.7300033569336,72.83000183105469,73.68000030517578,1,-1.760009765625,0.9000015258789062,2010,-0.009733378092447897,,0.011808328830562598,-0.023464735278020732
2010-01-26,150.5,150.60000610351562,148.7100067138672,150.60000610351562,73.29000091552734,73.29000091552734,72.91000366210938,73.29000091552734,15,-0.100006103515625,0.37999725341796875,2010,0.013195144758702204,,-0.005428165458360001,0.011808328830562598
2010-01-27,148.1199951171875,150.1999969482422,148.1199951171875,150.1199951171875,72.23999786376953,73.54000091552734,71.37000274658203,72.97000122070312,5,-2.0,2.1699981689453125,2010,-0.015813985932308983,,-0.014326689024987571,-0.005428165458360001
2010-01-28,150.5,150.86000061035156,148.72999572753906,150.86000061035156,72.12999725341797,72.61000061035156,71.72000122070312,72.12999725341797,9,-0.3600006103515625,0.8899993896484375,2010,0.01606808642499291,,-0.0015227105980678557,-0.014326689024987571
2010-01-29,150.8800048828125,150.8800048828125,148.6199951171875,150.69000244140625,71.45999908447266,73.18000030517578,71.2300033569336,71.45999908447266,9,0.19000244140625,1.9499969482421875,2010,0.0025249493874583973,,-0.009288759107966893,-0.0015227105980678557
2010-02-01,150.89999389648438,151.86000061035156,149.39999389648438,151.36000061035156,73.11000061035156,73.58000183105469,71.66000366210938,72.13999938964844,8,-0.4600067138671875,1.9199981689453125,2010,0.0001324828540891776,,0.023089862118923943,-0.009288759107966893
2010-02-02,151.82000732421875,151.82000732421875,149.58999633789062,151.72000122070312,76.05999755859375,76.18000030517578,73.81999969482422,74.30999755859375,27,0.100006103515625,2.3600006103515625,2010,0.006096842047359496,,0.04035011521836185,0.023089862118923943
2010-02-03,151.35000610351562,151.82000732421875,149.27000427246094,149.47000122070312,75.91999816894531,76.86000061035156,75.5,76.58999633789062,224,1.8800048828125,1.3600006103515625,2010,-0.00309577919924231,,-0.0018406441512253124,0.04035011521836185
2010-02-04,151.3000030517578,151.52999877929688,149.35000610351562,151.5,72.12999725341797,74.81999969482422,71.44999694824219,74.81999969482422,35,-0.1999969482421875,3.3700027465820312,2010,-0.00033038024275744426,,-0.049920982704628414,-0.0018406441512253124
2010-02-05,151.4600067138672,151.52999877929688,149.25999450683594,151.3000030517578,69.58999633789062,72.5,67.94999694824219,71.69000244140625,30,0.160003662109375,4.5500030517578125,2010,0.0010575258353078265,,-0.0352142106231258,-0.049920982704628414
2010-02-08,151.0500030517578,151.4499969482422,149.27000427246094,151.39999389648438,70.11000061035156,70.44999694824219,69.2300033569336,70.0999984741211,5,-0.3499908447265625,1.2199935913085938,2010,-0.0027070094013922352,,0.007472399767576965,-0.0352142106231258
2010-02-09,151.10000610351562,151.14999389648438,148.92999267578125,151.14999389648438,72.12999725341797,72.36000061035156,70.47000122070312,71.11000061035156,211,-0.04998779296875,1.8899993896484375,2010,0.0003310364167332658,,0.028811818934261435,0.007472399767576965
2010-02-10,150.60000610351562,150.9499969482422,148.61000061035156,150.9499969482422,72.54000091552734,72.91000366210938,70.94000244140625,71.37999725341797,16,-0.3499908447265625,1.970001220703125,2010,-0.0033090667094841653,,0.0056842323266543815,0.028811818934261435
2010-02-11,151.10000610351562,151.10000610351562,149.0,151.05999755859375,73.05000305175781,73.05000305175781,73.05000305175781,73.05000305175781,41,0.040008544921875,0.0,2010,0.003320052986294897,,0.007030633165063804,0.0056842323266543815
2010-02-12,151.1999969482422,151.35000610351562,149.11000061035156,151.35000610351562,72.9000015258789,72.93000030517578,71.68000030517578,72.48999786376953,11,-0.1500091552734375,1.25,2010,0.0006617527510757171,,-0.0020534088927091076,0.007030633165063804
2010-02-16,151.0,151.0,148.63999938964844,150.89999389648438,75.68000030517578,75.98999786376953,73.83999633789062,74.16999816894531,12,0.100006103515625,2.1500015258789062,2010,-0.001322731165865343,,0.038134413183928295,-0.0020534088927091076
2010-02-17,150.92999267578125,151.0,148.8300018310547,150.75,76.2699966430664,76.3499984741211,75.43000030517578,75.97000122070312,7,0.17999267578125,0.9199981689453125,2010,-0.00046362466370031274,0.007115340920045701,0.007795934665849602,0.038134413183928295
